,count,hate_speech,offensive_language,neither,class,tweet
24145,3,0,3,0,1,bitch you knew I was on your trail &#8212; Mybad http://t.co/SMpitRCzSA
17621,3,0,3,0,1,RT @SegwaySurfer: hard 2 keep the hoes off me http://t.co/LemzSFqvEl
2912,3,2,1,0,0,@Chink_19 shut up chink.!!!
16190,3,0,3,0,1,RT @JoeBudden: Back to these hoes tho.
10853,3,0,2,1,1,I just can't imagine myself being albino haha
14065,3,0,0,3,2,Oriental rugs cause I'm flyer than a dove.
11146,3,1,2,0,1,I say K.Michelle is manly because she doesn't act like a lady.She's too foul at the mouth and violent.I'll have to beat the bitch.
14631,3,2,1,0,0,RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230;
10764,3,0,3,0,1,"""I hate when I upload a pic with a caption that says """"me and my son"""" and someone asks """"omg is that your son?"""" ...No bitch I found him outside"""
20642,9,0,9,0,1,RT @titaaaR15: Dumb bitch
24448,3,0,3,0,1,http://t.co/74uLxaf &lt;--this bitch @vewxyz
12891,6,1,4,1,1,Lol I never understood retards who use the atm and pay a $2 fee to get $20 and put it in gas so the don't pay the credit price -_-
13445,3,0,2,1,1,"""My nigguh"
17402,3,0,3,0,1,RT @RahleeFranklin: This bitch got a body like Trey Songz &#128514; http://t.co/KSiqmY4W8D
10220,3,0,3,0,1,How's this bitch wearing high heals right now
9110,6,0,6,0,1,Drop it down for a niggah
18476,3,0,3,0,1,RT @WifiOverHoes: idgaf what you bitches say about me &#128514;
10345,3,0,0,3,2,"""I been to mushroom mountain"
18753,3,0,2,1,1,RT @_TatyanaShells: he like me even more cuz he know I gotta bitch
4632,3,0,2,1,1,@RealNoth no wonder your career is in the dump that's where trash like you belongs. Thanks to @greggutfeld for pointing out your true colors
1972,3,0,0,3,2,&#8220;@trayn1gga: Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now
19710,3,0,3,0,1,"""RT @itsDorry: school doesnt even test your intelligence it tests ur memory..."
5542,4,3,1,0,0,@__hannerr__ you're a faggot
24007,3,0,3,0,1,Yung nigger move that dope
13148,3,1,2,0,1,Merry Christmas bitches &#128536;&#127876;&#9924;&#65039;&#127877; http://t.co/XRkLONwzGN
11526,3,0,3,0,1,I'm beginning to thincc my brother is defiantly into fat Mexican bitches....? Eugh &#128534;
17264,3,0,3,0,1,RT @Pbn_Rico: Maury 65 years old and still exposing hoes.. &#128175;
7341,3,0,3,0,1,@tess_stepakoff @jetsnation6297 bitch please I'm a stud
25182,3,0,3,0,1,when bitches be tryna wash their shit on the low lol funny af
5314,3,0,3,0,1,@Worth_BILLions &#128528; bitch you got me fucked up &#128514;&#128514;
3725,3,0,3,0,1,@JawShoeeAhhh shut up bitch
25027,6,0,6,0,1,the only place I ever ask them to drive me is to the rave for shows and they fucking bitch about that
10163,3,0,0,3,2,Horny called me asking her to buy her a drink this morning and then this jiggaboo walks in WITH A SONIC DRINK IN HER HAND #DONE
2092,3,0,3,0,1,' I still don't got the time for a bitch to be actin iffy &#1043323; .
788,3,0,1,2,2,#Skating is for trash.
9210,3,0,0,3,2,Even liberals are humiliated by Charlie Rangel&#8217;s claim the GOP backs slavery - Hot Air http://t.co/I4QawESnud
7137,3,0,2,1,1,@ronniecaine no in the instrumental I'm not retarded -_-
2187,3,0,3,0,1,*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch
15927,6,0,6,0,1,RT @IGGYAZALEA: its like the guy that asks for your number and then says you ugly and a bitch when you say no&#8230;
14124,3,0,3,0,1,"""People calling and complaining to Spinellis because of our Purge special."
18938,3,0,3,0,1,RT @alec_myers12: All I want for valentines day is a big booty hoe.
3514,3,0,3,0,1,@Huntermoore finger my wet throbbing pussy slowly as I cum on ur fingers
18251,3,0,3,0,1,RT @TrillSteez_: &#8220;@sincerelylivy_: i can't fw no friendly bitch..&#8221;
18859,3,0,2,1,1,RT @_hillzzz: this is real life &#128557; RT @NoWomanIsRight: She want to give u pussy so bad she mad at u cus u fucking it up
24260,3,0,2,1,1,don't be surprised when I'm a bitch to you because you're always a dick towards me
18613,3,0,3,0,1,RT @YungRetweet: @Versharky bitch
22869,6,0,6,0,1,Until you hoes start actually fucking with me then I'll give props but until then you HOES trash &#128078;&#128078;&#128078;&#128129;&#128079;&#128080;&#128522;
17624,3,0,3,0,1,RT @SelfMadee_YG: @1stBlocJeremiah wya bitch
12901,3,0,3,0,1,Lol RT @MsTamarShawnice Most chicks that go to Enon are hoes or reformed hoes
17450,3,0,3,0,1,RT @RealKiddSmyllz: I wonder if I can sue a bitch 4wasting my mf time
9732,3,0,0,3,2,Going to California today for some analyzer training. Going into Dick Whitman mode. Wish I had a tan colored suit to wear for the flight.
9842,3,0,3,0,1,Gucci cut throat use to stay next door his kenfolk limousine bitch pouring up ya rent money
4225,3,0,2,1,1,@Mig_uel04 really telling me to call him boo.... Uhhh naw &#128581; you the niggah &amp; that's that &#128540;
18170,3,0,3,0,1,RT @ThotsLoveNike: Girlfriends hate them friendly bitches &#128514;
13301,3,0,3,0,1,My bitch get on my nerves
17371,3,0,3,0,1,RT @RBK_STEVIEJ: I dont respect nun about a bitch cause idgaf bout des hoes
1164,3,0,3,0,1,&#8220;@BetterAreTulips: girls are fucking retarded my back started cramping up man&#8221; it's the double d's
11337,6,0,6,0,1,I was gunna eat the pussy but I'm on a diet !
22829,3,0,3,0,1,U wont see me sober less i got court Mary the best bitch in life
995,3,1,2,0,1,&#128514;&#128514; &#8220;@mcdonavins: Of course cooder's nudes are trash. She lives in the DMV what did you expect? &#128514;&#128514;&#128514;.&#8221;
3867,3,2,1,0,0,@KamRenee ugly nigger
1263,3,0,3,0,1,&#8220;@DukeAlexMoore: Malibus on a come-up but in other news she mean denna hoe and not even light skinedddd http://t.co/SGGOkjTScH&#8221; HAHAHA!!
20584,3,0,3,0,1,RT @the_ironsheik: hello @TheBatman you are now official big time pussy
19964,3,0,3,0,1,RT @lildurk_: I need a loyal bitch not no goofy bitch
23395,6,0,6,0,1,Why you fuckin wit a niggah if you aint fuckin wit a real niggah
19891,3,0,0,3,2,RT @koolestbreeze: Thanks Charlie!! http://t.co/iw06cCEkND
17003,3,1,2,0,1,RT @NenosMarma: @andrewzoudo @tonykivarkis so hes retarded and gay.. What a mix &#128079;&#128079;&#128079;
13759,3,0,0,3,2,Norwalk ghetto af lol all of a sudden everyone a dodger and raider fan
18443,3,0,3,0,1,RT @WeAllKnowA: We all know a double faced bitch named Madison
12668,3,0,3,0,1,Let me go on my block phase cause you hoes steady coming for me &#128299;&#128299;&#128299;
349,3,0,3,0,1,"""""""@jSadass: loud bitches annoy me"""""""
13927,3,0,3,0,1,Olivia's pussy so good that he got Jake to sip tea with the enemy. O.P. is the baddest bitch. #ScandalABC
2242,9,0,8,1,1,1 loyal girl &gt; 1OO hoes
5410,6,0,6,0,1,@Zach_Dorsey thirsty hoe
2819,3,0,3,0,1,@CallNeeshCakey I can't bitch
6522,3,0,2,1,1,@karlamorenoo just look for the realest niggah on rosecrans that be me lol
7166,3,0,3,0,1,@saramariewelch bitch you already know I would go crazy with out you
19499,3,0,0,3,2,RT @halfricannnnn: Me and @Vin17Bricksquad are in our yellow submarine rn.. &#127754;
11665,3,2,1,0,0,I'm seeing more &amp; more niggers migrating further up liberty rd... smh
16563,3,1,2,0,1,RT @Liberienne: Iggy's sextape is prolly gon' be trash. The nigga she made it with is ugly.
17062,3,0,1,2,2,"""RT @NoHoesNextDoor: """"Tyrone I didn't mean to throw your mixtape in the trash c'mon fam"""" http://t.co/RWWVzJuUZK"""
17278,3,0,3,0,1,"""RT @PhillyDaBoss323: LOL favorite line tho ---&gt; RT @_bendoneit"
12249,3,0,0,3,2,It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T
7017,3,0,3,0,1,@peteyhoti @aubreykelson 'ell naw dogs run this bitch
7065,3,1,2,0,1,@protegykid I would reply with the red emoji but I'm not a nigger
10742,4,1,3,0,1,I hate self-rightous Black bitches.
13931,3,0,3,0,1,Omfg this tattoo hurts like a bitch #Painful
18836,3,2,1,0,0,RT @_asslxrd_: my inner nigger is coming out
9792,3,0,3,0,1,Got damn man hung tf over like a bitch
22221,3,0,3,0,1,These girls going to school with all kind og aquatic colored weaves in their head.Fuck going on?
4427,6,0,1,5,2,@Notsosweetpea SOO when we hanging out and makin brownies!!
22893,3,0,0,3,2,Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track http://t.co/7gebzU4Paz http://t.co/WwL05Orih6
9078,3,0,0,3,2,Done for the Yankees
18173,3,0,3,0,1,RT @ThriIIuminati: im chill as fuck but ill still turn up on ur bitch ass
21204,3,0,3,0,1,She say that she was married well so is me she say her pussy hairy &#128570;&#128570; I wanna see &#128574;&#128064;
8958,3,0,0,3,2,Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp
3294,3,2,1,0,0,"""@Fugazi3011 """"leave you beaner retard"""""""
3220,3,0,0,3,2,@Evan_P_Grant I can only hope Charlie Strong. #UTcoach
10938,3,0,3,0,1,I like bad bitches cause they like bad bitches too
8032,3,0,3,0,1,Arod like ugly bitches that like to fuck
3923,3,0,3,0,1,@KevinTheGee finished the essay and the quiz bitch
3947,3,1,2,0,1,@KingLiibax r u a faggot?
15117,3,1,2,0,1,RT @ConceitedNoRezn: So ike just had to punch a nigga for harassing a young lady on Ga ave and Florida Ave in nw dc #youoksis
2961,3,0,3,0,1,@Conrad_MLG im goin now so be expecting to get slept faggot
5902,3,0,0,3,2,@christianvansly haha I'm shocked barca got more yellow cards this time
19306,3,0,3,0,1,RT @dilemma617: Your iPad raised your kid to be a giant pussy. Good job.
6966,3,0,3,0,1,@noma2300 bitch fuck you &amp; your dad.
16089,3,0,2,1,1,RT @J_Kwest: @HarveyWordman is lupe fiascos retarded illegitimate son
24340,3,1,2,0,1,fucking queer
6612,3,0,3,0,1,@kieffer_jason and you got that pussy in your bllod
11198,3,0,3,0,1,I swear Newnan utilities be gettin a nicca .. Bout to start reading my own damn meter
13106,3,0,2,1,1,Maybe next time i day drink ill balance it out with my bitch mary jane cause #ItsLevelsTooThisShit
11525,3,0,3,0,1,I'm beating bitch jay jay ass when I see this nigga . I really ova here dead tho &#128557;&#128514;&#128128;&#128514;&#128079;
24147,3,0,3,0,1,bitches
20058,3,0,0,3,2,RT @magicjuice: #giantduck #pittsburghduck #yellow #livestream #wpxi #nofliter @ Duckburgh http://t.co/AnAX2lzcRi
14013,3,0,3,0,1,Only hoes get 3K followers on instagram
20551,6,0,6,0,1,RT @taysymonee: @1inkkofrosess that hoe so icy&#128557;&#128293;
18130,3,0,0,3,2,RT @TheTumblrPosts: This is why Charlie Sheen is an idol http://t.co/6ovXRtTxtN
16400,3,0,3,0,1,RT @KingDingDong22: &#8220;@WestSideFlee: Give us our credit bitch.. We went out there &amp; took that W. http://t.co/jz4lYhSrHC&#8221; @BMarshall took tha&#8230;
11032,3,0,3,0,1,I mean we can get married. As long we can sign a prenuptial agreement. It's 2014 bitch.
20967,3,0,0,3,2,Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa
11426,3,0,3,0,1,I wouldn't last in prison... Them bitches would eat me alive...
13007,3,1,2,0,1,MY CHEST&#8230; RT @LILBTHEBASEDGOD: ima make a song called perez hilton and its gonabe about a gay party boy who&#8217;s a fat slut with no bitches.
20622,3,1,2,0,1,RT @thiizz_: &amp; fuck these bitches
6591,3,0,3,0,1,@kieffer_jason @jayleno @BarackObama naw really bitch I mean yo address
2355,3,0,3,0,1,"""@1D_NIPPLES_ bitch you fucking told me to sit in that seat and yo dumbass come again saying """"why you sitting there"""" bitch #vote5sos"""
1990,3,0,3,0,1,&#8220;@whiteboytatted: Dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya&#8221; its happend
7136,3,0,0,3,2,@rochaaxx yellow
14496,3,0,3,0,1,"""RT @AlmightyVinny_: """"I'm a soft more""""&#128514;&#128514;&#128557; hoes dumb man"""
23508,3,0,3,0,1,Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;
14476,3,0,3,0,1,RT @Alex_Alfarkh: I'm a pussy
2524,6,0,1,5,2,@ArcticFox2016 everybody mocks Obama .Hes an embarrassment to the USA.
15808,3,1,2,0,1,RT @HawkinsUSA: Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;
24186,3,0,3,0,1,bunch of pussies
7049,3,0,3,0,1,@potpwincess @longbongchris she's a dyke
761,3,1,2,0,1,#OnlyInAMichaelMyersMovie bitch is running a hundred meter dash on this niqqa WHOS ACTUALLY TAKING HIS TIME WALKING &amp; u still get killed
6535,3,0,3,0,1,@katherinerrrr hoes gon be hoes so so i couldn't blame tammy
12061,3,0,3,0,1,Im thinkin about using this beat and yeah I made it too bitch lol http://t.co/HTUk4USZJo
18266,3,0,2,1,1,RT @TruuLifeWisdom: hoes be having 15 iPhone cases and 4 pair of panties..
8574,3,0,3,0,1,Can't get no pussy to Kirk Franklin idc how long it's been for ya
284,3,0,3,0,1,"""""""@XoJennyGirl: I'm making marack my girlfriend ."""" @marackaf aye b you pullin hoes just like o taught you"""
15752,3,0,1,2,2,RT @Guinness_RAS: @chelsea_elisa tell him that you chose (A) not to trash the environment while trying to save it like a hypocritical douc&#8230;
13717,3,0,3,0,1,No more SnapChat Selfies. No more Instagram Selfies. No more NOTHING i WILL NOT be a bad bitch a week man what am I going to do &#128546;&#128299;
10184,3,1,2,0,1,How did I get stuck with the worlds biggest cunt for a sister? I just wanna set the cunt on fire and send her straight to hell
8327,3,0,3,0,1,Blac Chyna's ass should've threw him off first of all. It's wop sided and those cheek piercing trashy as hell.
19289,9,0,9,0,1,"""RT @declothed: this dogs like"
23867,3,0,3,0,1,You need a muzzle for your horse face bitch.
24293,3,0,3,0,1,even though my baby is an invisible non existent bitch
5933,3,0,3,0,1,@crazy_mike97 Hold it you fucking bitch
16012,3,0,0,3,2,RT @ImaPlainJane: @SimplySoulful Uncle Charlie and nem lol
6558,3,0,3,0,1,@kayysavage bitch this shit is SOOOO FUNNY &#128553;&#128128;&#128557;
6378,3,0,3,0,1,@j_schlauds do it you pussy
19038,3,0,3,0,1,"""RT @basedamERICan: """"Aye fam you think you can line me up I saw a bad bitch in Mrs. Bridget's room"""" http://t.co/OAl9WlJMgE"""
23370,3,0,0,3,2,Why is my mother bothering me about the trash? It's my day off leave me alone and stop nagging
20718,3,1,0,2,2,"""RT @varepall: Charlie Rangel on GOP: They 'believe slavery isn't over' http://t.co/I8nolg9m6O"
22641,3,0,0,3,2,Thou shall not mock Ryan(the future)Kelly
20254,3,0,3,0,1,RT @p0psson: &#8220;@iamlexj_: Lastnight &#128582;&#127825; #HalloweenCostume http://t.co/2UzOH6FRzG&#8221; hoe that's your work outfit
4891,3,0,3,0,1,@StephanieSchall @Reinhard96 ooo Logan pulling bitches
4786,3,1,2,0,1,@SayitAINTChey! This bitch is RTing hella cheese tweets right after I said I was lactose intolerant!! Why you gotta do that to me?! ;c
204,3,2,1,0,0,"""""""@NoChillPaz: """"At least I'm not a nigger"""" http://t.co/RGJa7CfoiT"""""
21218,3,0,0,3,2,She unfollowed me after I said I cried watching dawn of the apes lmaooooooo
12817,3,0,3,0,1,Lmao this bitch.
5890,3,0,0,3,2,@cheetahxcheeks lol trash I would of kept it if she was cute
9114,6,0,4,2,1,Drunk inlove with my gun bae bitch Beyonc&#233; &#128520;
16529,3,0,3,0,1,"""RT @LeBronVuitton: It's the most annoying shit in the world when a bitch start talkin bout something then say """"nevermind"""""""
7284,3,0,3,0,1,@sternshow Ur still secretly lookng at Tommy Lee's cock! Jesus Christ 4getaboutit! That's a ghetto dream!
2260,3,0,3,0,1,"""12 was like """"Blocked bitch"""" &#8220;@NoBeeetch: Don't start """"@bdoulaoblongata: They are blocking us in #Ferguson http://t.co/ymPzHmzUxG""""&#8221;"""
20944,3,0,3,0,1,Really bitch?
11628,3,0,3,0,1,I'm not going to chase a dumb bitch
24348,3,0,3,0,1,"""girl acting like I'm staring at her"
7378,3,0,3,0,1,@thundercurlz yo ugly ass 4 eyes havin ass bitch
23249,3,1,2,0,1,Where all the 2nd string bitches at?
10088,3,0,3,0,1,High thenna bitch that's y I'm tweeting
24418,3,0,3,0,1,"""hit that bitch with a reality check."
3482,3,0,3,0,1,@HoskinsTy96 @saambrowning and retarded
18718,3,0,3,0,1,RT @_LiftingProbz_: if i had a dollar for every time i fucked ur bitch http://t.co/8ike4m29co
14294,3,0,3,0,1,Put ya hands up if you a Grade A bitch
3623,3,1,2,0,1,"""@ItsMander"
22538,3,0,3,0,1,This is fucking retarded
9486,3,0,3,0,1,Fuck a opp thot we'll shoot a bitch
21223,3,0,3,0,1,She wonder why im into her when all these hoes be into me
23451,3,0,3,0,1,Won't step dad me hoe. Lol
1573,3,1,2,0,1,&#8220;@THQcheerios: &#8220;@TropicalBlanket: &#128522; http://t.co/YWj1I0wMa9&#8221; go to sleep bitch&#8221;stfu
21693,3,0,3,0,1,Sure wish my nose would stop dripping.....this sick shit is for the birds
5598,3,0,3,0,1,@_travvv's pussy. http://t.co/aXm9PCw95T
4997,6,4,2,0,0,@Taylor_1017 faggot
7250,6,0,6,0,1,@slings_x_arrows bitches are gonna make it rain on me
4016,3,3,0,0,0,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.
117,3,0,3,0,1,"""""""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu.."""""""
23950,3,0,3,0,1,You're a stupid fucking bitch
16669,3,0,3,0,1,RT @LuaBoo: &#8220;@uce_INA: Hazel e looks like a bird... Her and kaep prolly related by nose and shit&#8221; thats why Berg wont ever make her DAT BIT&#8230;
22085,3,0,3,0,1,The tweeter gurl is on Tumblr using a taser on roaches that I'm assuming are in her house. You bitches have no shame.
15293,3,0,3,0,1,"""RT @DarrionDaDon_: Kobe: """"That's why yo man want me hoe"""""
21530,3,0,3,0,1,Someone told Iggy Azalea she stunk as a child cause this bitch still upset yo it ain't even that deep
7154,3,0,2,1,1,@salsteelo @VictorLeaChavez that nigga Vic acting like he yellow bone with 15k followers and can't answer a nigga phone
18507,3,0,3,0,1,RT @XANAXDREAMS: if u know how to French inhale ur a bad bitch
5422,3,0,3,0,1,@Zhugstubble meet up so I can Molly whoop yo bitch ass
7185,3,0,3,0,1,@sbsylvester bitch what but I pull more hoes the u dream of
23380,3,0,3,0,1,Why the fuck is this bitch calling me for
18512,3,0,3,0,1,RT @XIXMCMLXXXV: It make the pussy sing. &#8220;@_MouthLikeLicka: It aint? RT @Mike_got_hoes: My dumb ass thought that was a microphone http://t.&#8230;
